area_type,"area_type(1,2)",location,location (Cityno.),size(1BHK-5BHK),society,society(361000-461000),total_sqft,bathroom,balcony,price
Super built-up  Area,2,Kanakpura Road,8420,1,PrityFa,419765,6711,2,1,82
Super built-up  Area,2,Thigalarapalya,8421,2,Prtanha,419007,3543,4,2,153
Built-up  Area,1,Haralur Road,8422,5,Zostaa ,363399,4750,2,1,65
Super built-up  Area,1,Hebbal,8423,3,Magiaya,362487,1431,2,2,62
Super built-up  Area,1,Banashankari Stage V,8424,1,,391467,9038,2,2,49
Built-up  Area,2,KR Puram,8425,2,,418885,4598,2,1,22
Built-up  Area,1,Kammanahalli,8426,4,,450499,3136,4,2,200
Super built-up  Area,1,Yelahanka,8427,4,Niareum,400737,4456,4,3,140
Built-up  Area,2,Singasandra,8428,5,,399358,2696,1,0,45
Built-up  Area,2,Vishwanatha Nagenahalli,8429,5,,384933,5227,3,0,115
Super built-up  Area,1,Attibele,8430,3,Jae 2hu,369708,545,2,1,25
Built-up  Area,1,Attibele,8431,3,Jae 2hu,391013,867,1,1,11.5
Super built-up  Area,1,Yeshwanthpur,8432,3,IBityin,397038,7309,1,1,36.8
Plot  Area,2,Kadubeesanahalli,8433,3,,387979,1649,5,2,425
Super built-up  Area,1,7th Phase JP Nagar,8434,5,Shncyes,418991,4127,2,1,47
Super built-up  Area,1,Budigere,8435,2,PrityTr,376513,8156,2,2,56.7
Plot  Area,1,Jalahalli,8436,4,,456775,887,4,1,90
Built-up  Area,2,Narayanapura,8437,5,,446041,7969,5,2,85
Super built-up  Area,1,Marathahalli,8438,2,,433004,7597,2,1,47
Built-up  Area,1,Banashankari Stage III,8439,3,Say 3 R,442422,8466,2,2,160
Built-up  Area,1,Sarjapur  Road,8440,2,,392393,4639,2,1,50
Super built-up  Area,2,Banashankari,8441,2,,401540,3564,2,1,50
Super built-up  Area,1,Kanakpura Road,8442,4,PuandHi,433046,8654,3,2,88
Super built-up  Area,1,Kanakpura Road,8443,5,,422654,1901,2,2,40.25
Super built-up  Area,2,Chandapura,8444,4,SunceEs,387057,5216,2,2,31.37
Super built-up  Area,2,Kodihalli,8445,2,Soianal,361033,5934,5,2,335
Super built-up  Area,2,Kanakpura Road,8446,2,Soazak ,391150,1141,3,2,130
Super built-up  Area,2,Kaval Byrasandra,8447,3,DencyRe,366577,7343,2,1,41.5
Super built-up  Area,2,Battarahalli,8448,3,SraveHi,455498,4319,3,3,65
Super built-up  Area,2,Brookefield,8449,1,Srluei ,418789,9806,2,2,56
Super built-up  Area,2,Iblur Village,8450,1,Emine P,397251,7026,5,1,279
Super built-up  Area,2,Hosa Road,8451,4,Sosisic,416346,2536,3,2,103
Built-up  Area,1,Thanisandra,8452,3,Bhmesy ,419015,9997,3,1,88
Super built-up  Area,1,Cox Town,8453,5,Eledst ,457451,7467,2,2,95
Super built-up  Area,1,Banashankari,8454,3,,406524,9799,3,2,90.75
Super built-up  Area,1,Raja Rajeshwari Nagar,8455,5,GrrvaGr,365448,3619,2,1,48.7
Plot  Area,2,Behind Don Bosco Church,8456,4,,394250,8683,4,1,110
Super built-up  Area,1,Thanisandra,8457,5,Rehtsna,378949,7149,3,,95
Super built-up  Area,2,Kanakpura Road,8458,4,PrarePa,450871,4497,3,2,56.57
Super built-up  Area,2,Iblur Village,8459,3,Emine P,402270,6930,4,1,200
Super built-up  Area,2,Bagalur,8460,4,,366932,4226,2,1,50
Super built-up  Area,2,Seshadripuram,8461,1,,455065,4763,2,1,164
Built-up  Area,2,Whitefield,8462,4,,397859,5448,2,1,50
Built-up  Area,2,BHEL Layout,8463,5,,385750,2734,4,1,170
Built-up  Area,1,Gollarapalya Hosahalli,8464,5,Mauner ,398390,767,3,2,60
Plot  Area,2,KR Puram,8465,1,IJent A,414524,5919,4,2,100
Super built-up  Area,1,Bannerghatta Road,8466,5,Anineu ,369175,3330,5,0,165
Super built-up  Area,1,Banashankari Stage II,8467,2,,400868,8675,2,1,95
Built-up  Area,1,Sarjapur  Road,8468,2,VaMarll,394965,8656,5,1,240
Plot  Area,2,9th Phase JP Nagar,8469,2,,454177,8430,2,0,80
Built-up  Area,2,Devara Jeevanahalli,8470,4,,412472,6490,3,0,52
Super built-up  Area,2,1st Block HBR Layout,8471,4,,399478,4218,1,0,45
Super built-up  Area,1,Uttarahalli,8472,1,Shony S,433259,4039,2,1,35.88
Super built-up  Area,1,Sarjapur,8473,2,Kinuerg,425648,1111,,,80.59
Super built-up  Area,2,Hennur Road,8474,3,Koagati,435989,3621,2,1,56
Super built-up  Area,2,Thanisandra main road,8475,4,,444814,1357,4,2,590
Super built-up  Area,1,Rajaji Nagar,8476,5,PhestOn,408590,8392,3,3,425
Super built-up  Area,2,Balagere,8477,5,Soresea,370373,6045,2,1,75
Super built-up  Area,1,Hosa Road,8478,4,Skume R,423155,958,1,0,39.99
Built-up  Area,1,Sarjapur  Road,8479,4,,431633,8098,3,1,119
Super built-up  Area,2,Nagavara,8480,5,,405830,7633,2,1,50
Plot  Area,2,Immadihalli,8481,2,,429418,3428,1,1,27
Plot  Area,1,Shanthi Layout,8482,3,,381632,3431,3,0,87
Built-up  Area,1,Electronics City Phase 1,8483,2,,367314,820,2,0,40
Super built-up  Area,2,Kalena Agrahara,8484,5,ARomee ,444799,7891,2,2,33
Super built-up  Area,2,CV Raman Nagar,8485,3,Chhamku,458488,9732,2,2,65
Super built-up  Area,1,Thanisandra,8486,2,Pronyt ,422241,5529,1,1,29
Plot  Area,1,Whitefield,8487,5,PrOakSi,363395,9811,5,2,269
Plot  Area,2,Sarjapura - Attibele Road,8488,1,,371002,4762,6,3,295
Super built-up  Area,2,Kalkere,8489,5,Sothin ,423644,2463,3,3,95
Super built-up  Area,1,Harlur,8490,3,,457716,3703,3,2,132
Plot  Area,2,Hennur Bande,8491,1,,403253,2811,4,2,150
Plot  Area,1,1st Phase JP Nagar,8492,4,,363268,4533,7,2,350
Super built-up  Area,1,Anugrah Layout,8493,5,Saavena,456257,7543,3,1,100
Super built-up  Area,1,Hoskote,8494,5,Thiced ,362271,1942,3,3,50
Plot  Area,2,Hosahalli Extension,8495,3,,459674,564,2,1,40
Super built-up  Area,2,Bellandur,8496,2,Srdids ,389653,2889,2,1,69.44
Super built-up  Area,2,Akshaya Nagar,8497,5,DLhtsnd,432062,2574,3,2,85
Built-up  Area,2,1st Block Koramangala,8498,1,,396990,5579,3,2,210
Super built-up  Area,2,Karuna Nagar,8499,2,AjityIn,407419,1426,2,1,65
Super built-up  Area,1,Hebbal,8500,1,Raard B,406384,9150,2,1,91
Super built-up  Area,1,Bhoganhalli,8501,2,Rosha I,398835,1333,4,3,111
Super built-up  Area,2,Bandepalya,8502,2,Jaity H,429111,7279,2,1,48
Super built-up  Area,1,Kanakpura Road,8503,2,,434863,9236,3,2,170
Super built-up  Area,2,Balagere,8504,1,Soresea,449250,4920,1,1,34.18
Super built-up  Area,2,Rachenahalli,8505,3,,409077,4116,2,2,52.08
Super built-up  Area,2,Panathur,8506,5,Saite G,397431,9113,2,1,41.6
Super built-up  Area,1,Sarjapur  Road,8507,2,PualeSk,382664,2690,3,1,194
Super built-up  Area,2,1st Block Jayanagar,8508,3,,424451,9467,3,,115
Super built-up  Area,1,Bellandur,8509,5,NiCodCa,385748,2682,3,2,128
Super built-up  Area,2,Sarjapur  Road,8510,4,AsastDe,389566,9993,2,1,45.91
Built-up  Area,2,Raja Rajeshwari Nagar,8511,5,GrrvaGr,437243,4574,2,2,38.65
Super built-up  Area,1,Whitefield,8512,3,Eznuee ,459220,9557,3,1,200
Super built-up  Area,1,Kalkere,8513,1,,369948,752,3,2,54
Super built-up  Area,2,Bethel Nagar,8514,2,,408580,3574,1,0,19
Super built-up  Area,2,Vittasandra,8515,3,Prlla C,444392,3510,2,1,75
Super built-up  Area,2,Bellandur,8516,5,,454946,6474,4,3,45
Built-up  Area,2,Electronic City,8517,2,KBityo ,411288,6217,2,1,39
Plot  Area,1,Lingarajapuram,8518,3,,460840,2869,4,3,37
Super built-up  Area,2,Rachenahalli,8519,5,Sovar S,362420,7411,3,3,72.5
Super built-up  Area,2,Yelahanka,8520,1,Niareum,431306,5970,3,3,93
Super built-up  Area,2,Parappana Agrahara,8521,1,Peide L,417912,9213,2,2,47
Super built-up  Area,1,Narayana Nagar 1st Block,8522,3,Krite D,445091,1975,2,3,75
Super built-up  Area,2,Kanakpura Road,8523,1,,405318,9316,2,1,35
Built-up  Area,1,Kudlu Gate,8524,4,Wharl P,450915,1427,2,1,38.25
Super built-up  Area,1,8th Phase JP Nagar,8525,4,GRhtsei,457491,3650,2,2,83
Super built-up  Area,2,Mahadevpura,8526,1,,370218,3547,3,2,75
Super built-up  Area,2,Kannamangala,8527,1,VBownre,379502,4674,2,2,54.5
Carpet  Area,1,Attibele,8528,5,Jae 1hu,402389,2679,1,1,13
Plot  Area,1,poornaprajna layout,8529,1,,454830,521,2,0,128
Super built-up  Area,1,7th Phase JP Nagar,8530,1,Brnia G,372202,3389,2,1,75
Super built-up  Area,1,Budigere,8531,3,PrityTr,418454,8235,3,2,85
Super built-up  Area,2,Varthur Road,8532,3,,414766,9774,2,2,32
Plot  Area,2,Kumaraswami Layout,8533,2,,440977,9741,1,1,90
Plot  Area,1,Kadabagere,8534,3,,394013,5232,2,0,29
Super built-up  Area,1,OMBR Layout,8535,4,,450030,8111,2,2,88.5
Super built-up  Area,1,Gottigere,8536,2,,457666,3031,2,1,61
Built-up  Area,2,Cambridge Layout,8537,4,,410268,6363,3,3,230
Plot  Area,1,BTM 4th Stage,8538,2,,427777,7198,1,0,58
Super built-up  Area,1,Kanakpura Road,8539,4,JRrnauv,442471,7601,3,3,65.1
Super built-up  Area,1,Nagavarapalya,8540,3,PuonsSe,432597,3911,2,1,130
Super built-up  Area,2,Jigani,8541,1,DLhtsan,371541,4153,3,3,75
Super built-up  Area,1,AMS Layout,8542,1,Choomu ,424495,6964,1,1,19
Built-up  Area,2,KR Garden,8543,1,,423725,8968,2,2,60
Built-up  Area,1,Hoskote,8544,1,Corus C,361734,1499,2,3,31.5
Built-up  Area,2,Yelahanka New Town,8545,4,KHatsFl,436897,3468,2,3,65
Plot  Area,2,BTM 1st Stage,8546,2,,396934,8797,1,0,40
Plot  Area,1,Dollars Colony,8547,1,,456952,1882,3,2,2000
Super built-up  Area,2,Sarjapur  Road,8548,3,PualeSk,398476,7499,4,1,101
Built-up  Area,1,Hennur Road,8549,1,Soncy R,367082,8206,2,1,84
Super built-up  Area,2,Jalahalli,8550,1,DSata S,458909,5661,2,1,31.05
Plot  Area,1,Annapurneshwari Nagar,8551,5,,372314,4654,5,2,270
Super built-up  Area,2,Banashankari,8552,4,Bregae ,438210,7440,3,2,101
Built-up  Area,1,Whitefield,8553,3,Laave E,455278,8815,2,3,65
Super built-up  Area,2,Electronic City,8554,5,Prarkun,452299,5267,2,1,65.58
Super built-up  Area,1,Raja Rajeshwari Nagar,8555,5,GrrvaGr,382308,7931,2,2,38.55
Plot  Area,1,OMBR Layout,8556,2,,419129,1030,4,2,200
Super built-up  Area,1,Thanisandra,8557,4,Bhe 2ko,424657,9430,2,2,58.56
Super built-up  Area,2,Whitefield,8558,4,Rabow R,387570,8366,2,1,39
Super built-up  Area,1,Kengeri,8559,3,,374041,1004,2,2,43.57
Built-up  Area,1,Akshaya Nagar,8560,4,,425572,4507,2,1,38
Super built-up  Area,1,7th Phase JP Nagar,8561,2,Brnia G,385303,2887,2,1,75
Super built-up  Area,1,Ardendale,8562,1,AWharde,429918,5365,3,,140
Super built-up  Area,1,Kundalahalli Colony,8563,1,,405607,6391,2,2,75
Plot  Area,1,Nagadevanahalli,8564,4,,395865,5478,3,3,85
Super built-up  Area,1,Sarjapur  Road,8565,5,Shthi S,433089,6494,2,2,65
Plot  Area,1,Carmelaram,8566,3,Ocezes ,458424,8621,,,120
Super built-up  Area,2,Kaverappa Layout,8567,3,VKe 1 M,391142,2477,2,1,65
Super built-up  Area,2,Hebbal,8568,1,Kacesh ,444437,7275,3,1,195
Super built-up  Area,2,Electronic City,8569,1,Prarkun,401799,4907,2,1,97.6
Built-up  Area,1,Whitefield,8570,3,,394043,7075,2,1,62
Super built-up  Area,2,Vijayanagar,8571,4,Saahaat,411085,4090,2,0,49.06
Super built-up  Area,2,Bannerghatta Road,8572,1,,371939,4041,1,2,35
Super built-up  Area,2,Pattandur Agrahara,8573,4,ARvasV ,367505,1559,2,2,62.35
Built-up  Area,2,Marathahalli,8574,3,PueraRi,395093,9618,4,3,220
Super built-up  Area,2,Geddalahalli,8575,5,,361852,7176,2,1,32.5
Super built-up  Area,2,KR Puram,8576,4,Sryam N,421001,4173,2,2,36
Plot  Area,1,HSR Layout,8577,3,,398118,6439,8,,285
Super built-up  Area,1,Jakkur,8578,3,Ceezey ,373942,3587,3,1,110
Built-up  Area,2,Bisuvanahalli,8579,1,Prityel,451911,621,2,1,45
Super built-up  Area,2,Kereguddadahalli,8580,5,Jaood G,434883,4653,2,1,34
Super built-up  Area,1,Whitefield,8581,3,Prtates,371490,1619,2,1,82
Built-up  Area,2,Margondanahalli,8582,3,,444364,3948,2,0,65
Built-up  Area,1,TC Palaya,8583,3,,388300,1779,2,0,65
Super built-up  Area,2,Badavala Nagar,8584,3,DNncasa,376989,8041,3,2,115
Super built-up  Area,2,Bisuvanahalli,8585,4,Prityel,431950,1175,2,1,43
Super built-up  Area,1,Whitefield,8586,4,UKe 2nz,435681,7708,3,3,88
Super built-up  Area,1,Kanakpura Road,8587,3,Goelsn ,436749,8529,3,3,120
Super built-up  Area,2,Whitefield,8588,4,Oreldhi,399179,2484,3,1,103
Super built-up  Area,1,Reliaable Tranquil Layout,8589,5,Sariana,403112,6031,2,1,65
Super built-up  Area,2,Kundalahalli,8590,1,Dieldli,423711,1221,2,1,89
Super built-up  Area,1,Bhoganhalli,8591,5,Rosha I,458189,7592,3,1,78.45
Super built-up  Area,2,Hoodi,8592,3,Caycend,438027,1771,2,1,61.17
Super built-up  Area,2,Sadashiva Nagar,8593,5,,404394,7862,5,,1850
Super built-up  Area,2,Garudachar Palya,8594,2,,440947,8387,2,1,52.5
Built-up  Area,1,Chandapura,8595,1,,397522,8282,1,1,9
Built-up  Area,2,Ramamurthy Nagar,8596,2,Amazaa ,372248,4543,2,0,45
Built-up  Area,2,Marathahalli,8597,3,,375199,6780,3,2,76
Carpet  Area,2,Nagarbhavi,8598,1,,457171,3824,4,2,205
Super built-up  Area,2,Haralur Road,8599,4,SNnia E,397969,7761,3,2,100
Super built-up  Area,1,LB Shastri Nagar,8600,2,,437150,2205,2,2,48.5
Super built-up  Area,2,Poorna Pragna Layout,8601,3,,404027,7601,2,2,58.99
Built-up  Area,2,R.T. Nagar,8602,4,,389681,4738,3,0,125
Super built-up  Area,2,Dommasandra,8603,3,,410878,9370,2,1,25.4
Built-up  Area,2,Electronic City Phase II,8604,4,Sryalan,377353,4010,2,1,26.65
Built-up  Area,2,Uttarahalli,8605,3,SivelMa,425956,6913,2,1,45
Super built-up  Area,2,Basavanagara,8606,4,,433086,7492,2,1,70
Super built-up  Area,1,Shanti Nagar,8607,5,SwionMa,395776,3514,2,,74
Super built-up  Area,1,Kanakpura Road,8608,4,Soazak ,451404,2560,3,,125
Super built-up  Area,2,JP Nagar,8609,2,Arndesa,395887,7929,3,3,82
Super built-up  Area,1,Bagalur,8610,1,Krton S,422033,7712,2,1,83.87
Super built-up  Area,1,Cunningham Road,8611,3,Lelia M,376752,6202,3,2,800
Super built-up  Area,2,Whitefield,8612,2,Sulesil,429833,9243,3,1,84
Built-up  Area,2,Jakkur,8613,1,Miershi,421976,6940,3,2,130
Built-up  Area,1,BSM Extension,8614,1,Raave E,391716,9943,2,3,45
Plot  Area,1,Somanna Garden,8615,1,,419083,4359,4,2,160
Super built-up  Area,2,Kanakpura Road,8616,1,PuandHi,378544,5059,3,2,96.2
Super built-up  Area,2,Munivenkatppa Layout,8617,5,SNiew L,440066,3223,3,,260
Super built-up  Area,2,RPC layout,8618,5,Dee 2 P,386820,9826,2,1,67
Super built-up  Area,2,Akshaya Nagar,8619,3,,386510,5025,2,1,52
Super built-up  Area,1,Uttarahalli,8620,3,Aklia R,364116,4707,2,1,47
Plot  Area,1,Whitefield,8621,4,,403861,4557,3,1,56
Super built-up  Area,1,Anekal,8622,4,,383045,2686,3,2,45
Super built-up  Area,1,Yeshwanthpur,8623,3,VSineDi,371593,687,1,1,70
Super built-up  Area,2,Kodichikkanahalli,8624,2,PentyVB,411340,2427,2,2,57
Super built-up  Area,2,Kanakpura Road,8625,5,,455804,1723,3,3,64.7
Super built-up  Area,2,1st Phase JP Nagar,8626,3,,451082,4326,2,,86
Super built-up  Area,2,Raja Rajeshwari Nagar,8627,1,GrrvaGr,452732,7227,2,2,55.47
Plot  Area,1,Kenchenahalli,8628,1,,373351,4518,3,3,65
Super built-up  Area,1,Lingadheeranahalli,8629,3,Soiewre,405008,5404,3,1,95
Built-up  Area,2,"HSR Layout 7th sector, ",8630,1,,363843,4105,3,2,152
Super built-up  Area,1,Sarjapur  Road,8631,5,Adeatlm,421371,3888,4,2,240
Super built-up  Area,1,Abbigere,8632,3,DSestma,365832,7070,2,1,35
Super built-up  Area,1,Talaghattapura,8633,3,,451250,2848,2,1,33.28
Plot  Area,1,Bettadasanapura,8634,5,,397046,2303,5,1,90
Super built-up  Area,1,Hennur,8635,5,SLureSi,454825,1666,2,1,48
Super built-up  Area,1,Gokula Extension,8636,3,,366594,3591,3,2,90
Super built-up  Area,1,Neeladri Nagar,8637,2,,445526,8734,12,,160
Plot  Area,1,Weavers Colony,8638,3,,393990,1870,1,1,26
Super built-up  Area,1,Vidyaranyapura,8639,1,,451393,4542,2,1,54
Super built-up  Area,2,Kodathi,8640,1,,439965,1825,2,1,22.8
Plot  Area,1,Vijayanagar,8641,5,,420323,4955,4,3,95
Plot  Area,1,Sanjay nagar,8642,4,,453940,6713,4,2,350
Super built-up  Area,1,Kanakpura Road,8643,5,GolusLi,420843,5306,3,1,72.99
Built-up  Area,2,Ananth Nagar,8644,3,,392079,2401,2,1,25.99
Built-up  Area,2,Kaval Byrasandra,8645,1,ApallEn,412474,869,2,2,60
Super built-up  Area,1,Cunningham Road,8646,3,,401726,7268,5,2,995
Super built-up  Area,1,Thigalarapalya,8647,4,Prtanha,376886,3403,4,2,150
Super built-up  Area,2,Channasandra,8648,3,,427916,7306,2,1,36
Built-up  Area,1,Marathahalli,8649,3,Cores V,405765,2111,2,2,60
Built-up  Area,1,Talaghattapura,8650,2,,369453,6803,2,0,50
Super built-up  Area,1,Kanakpura Road,8651,4,Wiowsri,367133,8407,2,2,62.93
Super built-up  Area,1,Raja Rajeshwari Nagar,8652,4,GrrvaGr,416867,3362,2,2,40
Super built-up  Area,2,Thanisandra,8653,3,Soitya ,419024,2741,3,2,100
Plot  Area,1,Doddaballapur,8654,1,,398831,2338,1,0,10.5
Super built-up  Area,1,Thigalarapalya,8655,3,Prtanha,407722,8624,4,2,157
Plot  Area,1,Rajaji Nagar,8656,2,,390083,6933,2,1,65
Super built-up  Area,1,Kanakapura,8657,2,SPavenc,372224,3801,2,3,51.1
Super built-up  Area,1,A Narayanapura,8658,1,,434304,7498,2,1,35
Super built-up  Area,2,Rachenahalli,8659,1,,390997,5356,2,2,52.07
Built-up  Area,1,"Judicial Layout, Kanakapura Road, ",8660,4,,370854,9389,2,1,35
Plot  Area,1,TC Palaya,8661,1,,399675,1723,3,0,66
Super built-up  Area,1,Yelahanka,8662,2,Prensya,436143,1363,1,1,38
Super built-up  Area,2,Ankappa Layout,8663,1,OadraCh,455601,5773,2,2,50
Super built-up  Area,1,Hebbal Kempapura,8664,1,Goateds,436091,2549,3,3,150
Plot  Area,2,Yelachenahalli,8665,5,,450199,1627,2,2,160
Super built-up  Area,2,Kogilu,8666,3,,400727,2308,1,1,30.84
Super built-up  Area,2,Amruthnagar,8667,1,Unarlth,373440,6343,2,1,51
Built-up  Area,1,HSR Layout,8668,2,,447674,8184,5,0,350
Super built-up  Area,2,Gattahalli,8669,1,Hameson,406136,4825,2,1,63
Super built-up  Area,2,Bellandur,8670,1,,454988,1323,2,3,45
Super built-up  Area,2,Yelahanka New Town,8671,5,KHatsFl,442066,7249,2,2,80
Super built-up  Area,1,HOSUR MAIN ROAD,8672,2,,381284,8968,3,2,54
Super built-up  Area,2,Whitefield,8673,4,,418357,5821,2,2,50
Plot  Area,2,Sahakara Nagar,8674,5,,420458,4155,5,,130
Built-up  Area,2,Gulimangala,8675,1,Daxir E,446843,4168,3,2,70
Plot  Area,1,Kithaganur,8676,5,,425448,8108,2,0,62
Built-up  Area,2,Rajaji Nagar,8677,1,,430972,3795,2,2,65
Super built-up  Area,1,Yelenahalli,8678,2,,444929,6349,3,3,68
Super built-up  Area,2,Nagavara,8679,1,K dotna,381293,7670,4,2,125
Super built-up  Area,1,9th Phase JP Nagar,8680,1,NaensGa,382381,5316,2,1,32
Super built-up  Area,2,HAL 2nd Stage,8681,3,,406805,5822,3,1,125
Super built-up  Area,1,Chikkalasandra,8682,3,,372648,7384,2,1,45.48
Plot  Area,2,Yemlur,8683,4,Epllan ,379169,9847,5,2,1675
Built-up  Area,2,Koramangala,8684,5,,405433,1559,2,2,100
Plot  Area,2,Indira Nagar,8685,3,,458532,1839,5,2,350
Built-up  Area,2,8th Phase JP Nagar,8686,1,,380880,5219,4,2,115
Super built-up  Area,2,Old Airport Road,8687,2,,395127,6378,2,2,75
Super built-up  Area,2,Addischetan Layout,8688,3,Malyxer,369244,7970,3,2,55
Plot  Area,1,Basavanagara,8689,4,,381659,2092,2,1,300
Built-up  Area,1,Stage-4 Bommanahalli,8690,2,Pantsce,434619,9355,3,2,53
Built-up  Area,1,Whitefield,8691,3,,390209,8950,3,2,90
Super built-up  Area,2,Balagere,8692,4,Soresea,444134,931,2,1,53
Super built-up  Area,2,Ananth Nagar,8693,5,,424303,7790,2,1,25.26
Super built-up  Area,1,Kallumantapa,8694,3,BSarknd,409090,2593,2,1,53
Super built-up  Area,1,Uttarahalli,8695,4,,371965,9792,2,3,39.73
Super built-up  Area,2,Gollarapalya Hosahalli,8696,5,Mauner ,394263,4153,2,2,49
Super built-up  Area,1,Vimanapura,8697,4,,407204,9551,2,2,47
Plot  Area,2,NRI Layout,8698,4,,435568,1947,2,0,75
Built-up  Area,1,Hennur,8699,2,,413386,4537,4,2,170
Super built-up  Area,1,Sadaramangala,8700,1,Maletr ,371067,4018,2,3,52
Super built-up  Area,1,Haralur Road,8701,1,RInceeg,421374,1104,2,2,46
Super built-up  Area,2,Whitefield,8702,4,Prtates,443850,6190,2,1,75
Super built-up  Area,1,Konena Agrahara,8703,3,EsadeNS,387969,6111,2,1,57
Plot  Area,2,Mysore Road,8704,4,Naoden ,428585,3716,,,42.3
Built-up  Area,2,Indira Nagar,8705,5,Monorh ,458223,1009,3,3,120
Super built-up  Area,1,Rayasandra,8706,4,,398917,2072,3,1,76
Plot  Area,1,Whitefield,8707,1,Adowslm,417762,956,3,1,250
Built-up  Area,1,Jakkur Plantation,8708,5,Reicace,401739,1900,4,3,115
Super built-up  Area,1,Harlur,8709,4,,429947,8777,2,1,65
Super built-up  Area,1,Hosa Road,8710,1,Mahesr ,427138,7734,3,2,81.99
Super built-up  Area,2,Hanumanth Nagar,8711,5,Saersel,420055,5089,2,2,54.89
Super built-up  Area,2,Chikkalasandra,8712,3,,406797,3957,2,2,50
Super built-up  Area,1,Electronics City Phase 1,8713,1,Atntspa,379647,1021,3,3,40
Super built-up  Area,1,Hosa Road,8714,1,SRrnauv,456599,1720,2,1,28
Super built-up  Area,1,Bommanahalli,8715,5,,365244,8260,4,3,39
Super built-up  Area,1,CV Raman Nagar,8716,4,,410126,742,2,,35
Super built-up  Area,1,Raghavendra Layout,8717,3,Muiseek,408236,6845,3,2,89
Super built-up  Area,1,Varsova Layout,8718,4,MoaveEn,416842,1080,2,3,55
Built-up  Area,1,Munnekollal,8719,1,,365907,5848,2,2,59
Plot  Area,1,Chikka Tirupathi,8720,2,,365823,8919,3,,99
Super built-up  Area,2,Thirumenahalli,8721,5,MNtha A,363211,9781,2,3,36.69
Plot  Area,2,Yelahanka,8722,4,,414924,5833,2,1,72
Built-up  Area,1,Richards Town,8723,2,MaionMa,417121,8022,2,2,65
Plot  Area,2,Hennur Road,8724,5,Saandtt,412091,8098,5,3,309
Super built-up  Area,2,Varthur Road,8725,1,Aseenh ,429354,1732,1,0,13.26
Super built-up  Area,2,Attibele,8726,3,Jae 1hu,448196,9688,2,1,11.5
Super built-up  Area,2,Bhattarahalli,8727,1,,457012,9778,2,2,50
Super built-up  Area,2,Raja Rajeshwari Nagar,8728,4,DwntsAp,443211,1631,2,2,55
Super built-up  Area,2,Chikkalasandra,8729,1,,382847,5432,2,3,60.47
Super built-up  Area,2,Kasturi Nagar,8730,5,,374760,8033,2,2,66
Super built-up  Area,2,Srirampura,8731,4,MVmesle,369684,1255,4,,130
Super built-up  Area,2,EPIP Zone,8732,2,BrontLa,411128,8260,4,2,163
Super built-up  Area,1,Raja Rajeshwari Nagar 5th Stage,8733,2,Pridel ,375728,5814,2,2,55
Super built-up  Area,1,Kanakpura Road,8734,1,,453657,2656,2,2,49.88
Super built-up  Area,1,Electronics City Phase 1,8735,4,Shitt S,407029,2775,3,1,70
Built-up  Area,1,Pai Layout,8736,3,Saage V,434687,739,2,2,34
Super built-up  Area,2,Haralur Road,8737,2,SNnia E,380416,1142,1,1,38
Super built-up  Area,2,Uttarahalli,8738,1,,452397,6840,2,2,47.24
Plot  Area,2,Kanakpura Road,8739,3,,416136,7861,2,0,180
Built-up  Area,1,Raghavendra Layout,8740,2,Gomeseg,382476,6238,3,2,90
Super built-up  Area,2,Byadarahalli,8741,4,Prurten,427722,1384,3,2,315
Plot  Area,2,Anandapura,8742,2,,387267,6517,3,1,45
Super built-up  Area,1,JP Nagar,8743,3,Shika A,390872,2897,1,0,34.27
